#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.0148262 seconds
Distributing the actor graph took: 39.6484 seconds
Added actors in: 0.108431 seconds.
Initialized connections of actors in: 0.0522146 seconds.
Async Migration only
Output number: 1, Rank-10: (1) 3 | (2) 1081 | (3)0.277521/100 | (4) 34, 34 | (5) 3.60004 | (6) 80.4791 | (7) 0.00014882 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98090, 98090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.6542 | (25) (0.48524, 126-32) | (26) 44813
Rank-575: (1) 1 | (2) 4698 | (3)0.0212857/100 | (4) 31 | (5) 10.6885 | (6) 276.927 | (7) 0.000148926 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.1415/100| (15)0 | (16) 1
Rank-615: (1) 107 | (2) 3247 | (3)3.29535/100 | (4) 60 | (5) 70.6253 | (6) 252.225 | (7) 0.000137004 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 51.7685/100| (15)0 | (16) 1
Rank-60: (1) 106 | (2) 5261 | (3)2.01483/100 | (4) 24 | (5) 132.063 | (6) 223.513 | (7) 0.000104761 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 57.074/100| (15)0 | (16) 1
Rank-155: (1) 1 | (2) 2063 | (3)0.0484731/100 | (4) 31 | (5) 12.0234 | (6) 281.216 | (7) 0.000223321 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.1061/100| (15)0 | (16) 1
Rank-53: (1) 99 | (2) 3838 | (3)2.57947/100 | (4) 59 | (5) 139.871 | (6) 220.807 | (7) 0.000222018 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 57.8778/100| (15)0 | (16) 1
Rank-193: (1) 93 | (2) 4241 | (3)2.19288/100 | (4) 16 | (5) 327.421 | (6) 131.568 | (7) 0.000177905 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 73.6334/100| (15)0 | (16) 1
Rank-416: (1) 75 | (2) 5542 | (3)1.3533/100 | (4) 45 | (5) 59.2414 | (6) 251.824 | (7) 0.00013858 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 50/100| (15)0 | (16) 1
Rank-650: (1) 30 | (2) 3999 | (3)0.750188/100 | (4) 61 | (5) 13.134 | (6) 278.484 | (7) 0.000184042 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-93: (1) 55 | (2) 3413 | (3)1.61149/100 | (4) 16 | (5) 265.783 | (6) 169.967 | (7) 0.000110905 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 69.9357/100| (15)0 | (16) 1
Rank-290: (1) 104 | (2) 4174 | (3)2.49161/100 | (4) 14 | (5) 317.365 | (6) 139.711 | (7) 0.000137683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 73.4727/100| (15)0 | (16) 1
Rank-358: (1) 90 | (2) 4860 | (3)1.85185/100 | (4) 22 | (5) 238.923 | (6) 177.307 | (7) 0.000172625 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 66.881/100| (15)0 | (16) 1
Rank-217: (1) 100 | (2) 3858 | (3)2.59202/100 | (4) 59 | (5) 78.5346 | (6) 246.911 | (7) 0.000180814 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 52.2508/100| (15)0 | (16) 1
Rank-525: (1) 45 | (2) 4311 | (3)1.04384/100 | (4) 15 | (5) 531.985 | (6) 39.7662 | (7) 0.000121367 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 91.8006/100| (15)0 | (16) 1
Rank-132: (1) 0 | (2) 4938 | (3)0/100 | (4) 29 | (5) 11.882 | (6) 284.378 | (7) 0.000194049 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.5884/100| (15)0 | (16) 1
Rank-386: (1) 6 | (2) 3964 | (3)0.151362/100 | (4) 36 | (5) 12.215 | (6) 277.048 | (7) 0.000237921 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.463/100| (15)0 | (16) 1
Rank-554: (1) 0 | (2) 4167 | (3)0/100 | (4) 31 | (5) 12.146 | (6) 278.091 | (7) 0.000232633 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.6238/100| (15)0 | (16) 1
Rank-243: (1) 2 | (2) 1543 | (3)0.129618/100 | (4) 31 | (5) 11.9251 | (6) 282.916 | (7) 0.000136615 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.2669/100| (15)0 | (16) 1
Rank-268: (1) 70 | (2) 4478 | (3)1.5632/100 | (4) 15 | (5) 185.776 | (6) 202.457 | (7) 0.000179449 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 62.3794/100| (15)0 | (16) 1
Rank-465: (1) 5 | (2) 3371 | (3)0.148324/100 | (4) 35 | (5) 12.6348 | (6) 279.816 | (7) 0.000118585 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-429: (1) 66 | (2) 4132 | (3)1.59729/100 | (4) 15 | (5) 544.8 | (6) 34.6658 | (7) 0.000125139 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 93.0868/100| (15)0 | (16) 1
Rank-321: (1) 0 | (2) 3663 | (3)0/100 | (4) 30 | (5) 11.2395 | (6) 282.093 | (7) 0.000151974 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.1061/100| (15)0 | (16) 1
Rank-496: (1) 87 | (2) 4445 | (3)1.95726/100 | (4) 16 | (5) 172.352 | (6) 201.035 | (7) 0.000159553 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 59.9678/100| (15)0 | (16) 1
Rank-634: (1) 0 | (2) 812 | (3)0/100 | (4) 31 | (5) 12.2456 | (6) 283.536 | (7) 0.000240746 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.4277/100| (15)0 | (16) 1
Rank-578: (1) 16 | (2) 6046 | (3)0.264638/100 | (4) 46 | (5) 13.6095 | (6) 285.608 | (7) 0.000235966 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 48.0707/100| (15)0 | (16) 1
Rank-599: (1) 78 | (2) 3469 | (3)2.24849/100 | (4) 17 | (5) 503.453 | (6) 51.7285 | (7) 0.00014551 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 89.2283/100| (15)0 | (16) 1
Rank-62: (1) 101 | (2) 5004 | (3)2.01839/100 | (4) 19 | (5) 186.006 | (6) 198.913 | (7) 0.000156439 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 61.7363/100| (15)0 | (16) 1
Rank-144: (1) 1 | (2) 4823 | (3)0.020734/100 | (4) 32 | (5) 11.2469 | (6) 281.706 | (7) 2.2302e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-36: (1) 77 | (2) 4052 | (3)1.9003/100 | (4) 15 | (5) 515.39 | (6) 46.9288 | (7) 0.000175101 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 90.3537/100| (15)0 | (16) 1
Rank-172: (1) 14 | (2) 4244 | (3)0.329877/100 | (4) 15 | (5) 565.544 | (6) 24.8936 | (7) 0.000117681 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 94.8553/100| (15)0 | (16) 1
Rank-396: (1) 1 | (2) 2722 | (3)0.0367377/100 | (4) 32 | (5) 11.9289 | (6) 278.861 | (7) 0.000138937 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.6238/100| (15)0 | (16) 1
Rank-657: (1) 77 | (2) 5648 | (3)1.36331/100 | (4) 85 | (5) 60.418 | (6) 259.044 | (7) 0.000131059 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 51.2862/100| (15)0 | (16) 1
Rank-104: (1) 125 | (2) 4504 | (3)2.77531/100 | (4) 19 | (5) 268.692 | (6) 159.992 | (7) 0.000135622 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 68.8103/100| (15)0 | (16) 1
Rank-291: (1) 98 | (2) 3953 | (3)2.47913/100 | (4) 15 | (5) 382.779 | (6) 108.412 | (7) 0.000153321 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 78.9389/100| (15)0 | (16) 1
Rank-361: (1) 106 | (2) 4375 | (3)2.42286/100 | (4) 14 | (5) 274.782 | (6) 157.083 | (7) 0.000214377 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 69.2926/100| (15)0 | (16) 1
Rank-219: (1) 139 | (2) 4372 | (3)3.17932/100 | (4) 21 | (5) 168.36 | (6) 207.315 | (7) 9.8705e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 60.2894/100| (15)0 | (16) 1
Rank-522: (1) 93 | (2) 5319 | (3)1.74845/100 | (4) 15 | (5) 247.173 | (6) 170.399 | (7) 0.00017706 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 67.0418/100| (15)0 | (16) 1
Rank-134: (1) 19 | (2) 4683 | (3)0.405723/100 | (4) 49 | (5) 14.4291 | (6) 281.729 | (7) 0.000142173 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.5884/100| (15)0 | (16) 1
Rank-387: (1) 21 | (2) 4283 | (3)0.490311/100 | (4) 50 | (5) 13.0558 | (6) 280.603 | (7) 0.000151206 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.1061/100| (15)0 | (16) 1
Rank-555: (1) 79 | (2) 4027 | (3)1.96176/100 | (4) 110 | (5) 14.6804 | (6) 277.753 | (7) 0.000144239 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.9453/100| (15)0 | (16) 1
Rank-238: (1) 89 | (2) 4610 | (3)1.93059/100 | (4) 116 | (5) 40.3243 | (6) 265.952 | (7) 0.00017437 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 49.1961/100| (15)0 | (16) 1
Rank-254: (1) 89 | (2) 3736 | (3)2.38223/100 | (4) 14 | (5) 437.936 | (6) 82.0303 | (7) 0.000139371 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 83.4405/100| (15)0 | (16) 1
Rank-470: (1) 63 | (2) 4538 | (3)1.38828/100 | (4) 84 | (5) 28.1473 | (6) 274.752 | (7) 0.000164563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 48.5531/100| (15)0 | (16) 1
Rank-442: (1) 88 | (2) 3352 | (3)2.6253/100 | (4) 17 | (5) 521.625 | (6) 44.0427 | (7) 0.000216057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 90.836/100| (15)0 | (16) 1
Rank-322: (1) 1 | (2) 3869 | (3)0.0258465/100 | (4) 31 | (5) 10.957 | (6) 280.974 | (7) 0.000162307 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.7846/100| (15)0 | (16) 1
Rank-492: (1) 101 | (2) 4720 | (3)2.13983/100 | (4) 24 | (5) 188.676 | (6) 201.086 | (7) 0.000181459 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 62.5402/100| (15)0 | (16) 1
Rank-636: (1) 1 | (2) 1473 | (3)0.0678887/100 | (4) 30 | (5) 12.2285 | (6) 279.093 | (7) 0.000149656 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-586: (1) 2 | (2) 1855 | (3)0.107817/100 | (4) 32 | (5) 11.6709 | (6) 280.203 | (7) 0.000228849 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-603: (1) 65 | (2) 4094 | (3)1.58769/100 | (4) 25 | (5) 169.093 | (6) 211.081 | (7) 0.000135855 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 61.0932/100| (15)0 | (16) 1
Rank-57: (1) 41 | (2) 5186 | (3)0.79059/100 | (4) 72 | (5) 12.7357 | (6) 278.712 | (7) 0.000142955 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.7846/100| (15)0 | (16) 1
Rank-156: (1) 1 | (2) 2457 | (3)0.0407/100 | (4) 32 | (5) 11.7078 | (6) 281.629 | (7) 9.6324e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.1061/100| (15)0 | (16) 1
Rank-45: (1) 1 | (2) 1738 | (3)0.0575374/100 | (4) 32 | (5) 11.91 | (6) 289.251 | (7) 0.000115 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 48.3923/100| (15)0 | (16) 1
Rank-170: (1) 27 | (2) 2090 | (3)1.29187/100 | (4) 15 | (5) 570.444 | (6) 21.4061 | (7) 0.000138933 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 95.0161/100| (15)0 | (16) 1
Rank-397: (1) 1 | (2) 3486 | (3)0.0286862/100 | (4) 30 | (5) 11.6932 | (6) 278.451 | (7) 0.000137538 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.6238/100| (15)0 | (16) 1
Rank-649: (1) 71 | (2) 4411 | (3)1.60961/100 | (4) 24 | (5) 155.332 | (6) 217.893 | (7) 0.00014461 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 59.9678/100| (15)0 | (16) 1
Rank-101: (1) 85 | (2) 4568 | (3)1.86077/100 | (4) 16 | (5) 419.34 | (6) 92.124 | (7) 6.5535e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 82.1543/100| (15)0 | (16) 1
Rank-280: (1) 16 | (2) 3474 | (3)0.460564/100 | (4) 14 | (5) 517.203 | (6) 46.9118 | (7) 0.000178906 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 90.6752/100| (15)0 | (16) 1
Rank-349: (1) 31 | (2) 3295 | (3)0.940819/100 | (4) 15 | (5) 482.309 | (6) 62.923 | (7) 0.000149237 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 87.6206/100| (15)0 | (16) 1
Rank-220: (1) 4 | (2) 2414 | (3)0.1657/100 | (4) 33 | (5) 11.8926 | (6) 280.63 | (7) 0.000222628 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-529: (1) 11 | (2) 3421 | (3)0.321543/100 | (4) 15 | (5) 535.354 | (6) 38.5581 | (7) 0.000188569 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 92.1222/100| (15)0 | (16) 1
Rank-117: (1) 35 | (2) 3116 | (3)1.12323/100 | (4) 15 | (5) 550.901 | (6) 30.2504 | (7) 0.000106676 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 93.4084/100| (15)0 | (16) 1
Rank-385: (1) 0 | (2) 3246 | (3)0/100 | (4) 30 | (5) 12.0717 | (6) 282.242 | (7) 0.000148749 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.2669/100| (15)0 | (16) 1
Rank-556: (1) 0 | (2) 2558 | (3)0/100 | (4) 30 | (5) 12.2612 | (6) 284.869 | (7) 0.000170963 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.7492/100| (15)0 | (16) 1
Rank-241: (1) 0 | (2) 4231 | (3)0/100 | (4) 31 | (5) 11.2721 | (6) 280.239 | (7) 0.000161891 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.7846/100| (15)0 | (16) 1
Rank-271: (1) 64 | (2) 3024 | (3)2.1164/100 | (4) 14 | (5) 398.366 | (6) 100.724 | (7) 0.000123099 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 80.2251/100| (15)0 | (16) 1
Rank-466: (1) 110 | (2) 4392 | (3)2.50455/100 | (4) 37 | (5) 115.934 | (6) 229.547 | (7) 0.000223075 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 55.4662/100| (15)0 | (16) 1
Rank-431: (1) 34 | (2) 3318 | (3)1.02471/100 | (4) 16 | (5) 576.574 | (6) 19.6425 | (7) 0.000124257 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 95.8199/100| (15)0 | (16) 1
Rank-320: (1) 0 | (2) 5191 | (3)0/100 | (4) 29 | (5) 11.0078 | (6) 285.021 | (7) 0.000175619 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.5884/100| (15)0 | (16) 1
Rank-477: (1) 2 | (2) 3194 | (3)0.0626174/100 | (4) 31 | (5) 12.0274 | (6) 277.148 | (7) 9.642e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.463/100| (15)0 | (16) 1
Rank-642: (1) 7 | (2) 1998 | (3)0.35035/100 | (4) 36 | (5) 12.9961 | (6) 281.56 | (7) 0.000143561 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.2669/100| (15)0 | (16) 1
Rank-581: (1) 46 | (2) 3529 | (3)1.30349/100 | (4) 48 | (5) 67.0449 | (6) 253.275 | (7) 0.00010373 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 51.4469/100| (15)0 | (16) 1
Rank-600: (1) 77 | (2) 3594 | (3)2.14246/100 | (4) 17 | (5) 346.354 | (6) 123.621 | (7) 0.000123973 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 75.4019/100| (15)0 | (16) 1
Rank-81: (1) 0 | (2) 3070 | (3)0/100 | (4) 31 | (5) 11.6703 | (6) 280.25 | (7) 0.000145928 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.7846/100| (15)0 | (16) 1
Rank-165: (1) 2 | (2) 3106 | (3)0.0643915/100 | (4) 31 | (5) 11.5439 | (6) 282.983 | (7) 0.000134474 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.2669/100| (15)0 | (16) 1
Rank-30: (1) 69 | (2) 2885 | (3)2.39168/100 | (4) 16 | (5) 512.804 | (6) 48.2405 | (7) 0.000141525 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 90.1929/100| (15)0 | (16) 1
Rank-169: (1) 24 | (2) 2812 | (3)0.853485/100 | (4) 16 | (5) 564.537 | (6) 24.7941 | (7) 0.000204183 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 94.6945/100| (15)0 | (16) 1
Rank-398: (1) 3 | (2) 2145 | (3)0.13986/100 | (4) 32 | (5) 11.9147 | (6) 278.03 | (7) 0.000179009 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.463/100| (15)0 | (16) 1
Rank-671: (1) 5 | (2) 2474 | (3)0.202102/100 | (4) 36 | (5) 12.2349 | (6) 275.671 | (7) 0.000158033 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.1415/100| (15)0 | (16) 1
Rank-92: (1) 78 | (2) 4441 | (3)1.75636/100 | (4) 16 | (5) 414.283 | (6) 97.5154 | (7) 0.000129306 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 82.1543/100| (15)0 | (16) 1
Rank-307: (1) 51 | (2) 3583 | (3)1.42339/100 | (4) 16 | (5) 108.125 | (6) 241.792 | (7) 0.000168541 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 56.1093/100| (15)0 | (16) 1
Rank-340: (1) 48 | (2) 4180 | (3)1.14833/100 | (4) 15 | (5) 504.629 | (6) 53.2056 | (7) 0.000130127 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 89.5498/100| (15)0 | (16) 1
Rank-206: (1) 107 | (2) 4425 | (3)2.41808/100 | (4) 16 | (5) 351.517 | (6) 122.516 | (7) 0.000216336 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 76.2058/100| (15)0 | (16) 1
Rank-526: (1) 27 | (2) 3675 | (3)0.734694/100 | (4) 15 | (5) 540.55 | (6) 35.2437 | (7) 0.000225519 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 92.4437/100| (15)0 | (16) 1
Rank-136: (1) 1 | (2) 2379 | (3)0.0420345/100 | (4) 30 | (5) 11.9267 | (6) 281.228 | (7) 6.6185e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.1061/100| (15)0 | (16) 1
Rank-364: (1) 142 | (2) 4529 | (3)3.13535/100 | (4) 14 | (5) 440.627 | (6) 84.3679 | (7) 0.000173057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 84.2444/100| (15)0 | (16) 1
Rank-541: (1) 74 | (2) 4284 | (3)1.72736/100 | (4) 15 | (5) 401.619 | (6) 98.9179 | (7) 0.000199992 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 80.3859/100| (15)0 | (16) 1
Rank-247: (1) 82 | (2) 4879 | (3)1.68067/100 | (4) 16 | (5) 193.873 | (6) 194.94 | (7) 0.000113731 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 62.3794/100| (15)0 | (16) 1
Rank-270: (1) 101 | (2) 3474 | (3)2.90731/100 | (4) 15 | (5) 354.655 | (6) 125.141 | (7) 0.000168968 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 77.0096/100| (15)0 | (16) 1
Rank-468: (1) 16 | (2) 5397 | (3)0.296461/100 | (4) 46 | (5) 12.9385 | (6) 286.419 | (7) 0.000142814 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 48.0707/100| (15)0 | (16) 1
Rank-443: (1) 37 | (2) 3079 | (3)1.20169/100 | (4) 16 | (5) 564.902 | (6) 24.1217 | (7) 0.000144214 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 94.6945/100| (15)0 | (16) 1
Rank-324: (1) 1 | (2) 5554 | (3)0.018005/100 | (4) 30 | (5) 10.6943 | (6) 283.056 | (7) 0.000174176 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.1061/100| (15)0 | (16) 1
Rank-498: (1) 122 | (2) 4404 | (3)2.77021/100 | (4) 17 | (5) 307.693 | (6) 139.425 | (7) 0.000176964 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 71.865/100| (15)0 | (16) 1
Rank-619: (1) 69 | (2) 3811 | (3)1.81055/100 | (4) 17 | (5) 464.091 | (6) 70.1997 | (7) 3.6694e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 85.8521/100| (15)0 | (16) 1
Rank-563: (1) 23 | (2) 5627 | (3)0.408744/100 | (4) 53 | (5) 12.089 | (6) 280.068 | (7) 0.000139552 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.9453/100| (15)0 | (16) 1
Rank-590: (1) 33 | (2) 2577 | (3)1.28056/100 | (4) 17 | (5) 585.487 | (6) 14.5478 | (7) 0.000159719 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 96.463/100| (15)0 | (16) 1
Rank-83: (1) 3 | (2) 6105 | (3)0.04914/100 | (4) 32 | (5) 11.1973 | (6) 287.258 | (7) 0.000130359 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.91/100| (15)0 | (16) 1
Rank-158: (1) 0 | (2) 4279 | (3)0/100 | (4) 30 | (5) 11.0768 | (6) 281.971 | (7) 0.000227491 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.1061/100| (15)0 | (16) 1
Rank-34: (1) 116 | (2) 4360 | (3)2.66055/100 | (4) 16 | (5) 386.496 | (6) 104.762 | (7) 0.000153636 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 78.9389/100| (15)0 | (16) 1
Rank-186: (1) 82 | (2) 3710 | (3)2.21024/100 | (4) 16 | (5) 362.715 | (6) 122.274 | (7) 0.000153988 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 77.8135/100| (15)0 | (16) 1
Rank-401: (1) 28 | (2) 3795 | (3)0.737813/100 | (4) 57 | (5) 13.0832 | (6) 275.529 | (7) 9.7993e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.3023/100| (15)0 | (16) 1
