#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-8-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00346668 seconds
Distributing the actor graph took: 39.6762 seconds
Added actors in: 0.250484 seconds.
Initialized connections of actors in: 0.0454677 seconds.
Async Migration only
Output number: 1, Rank-18: (1) 27 | (2) 1005 | (3)2.68657/100 | (4) 43, 43 | (5) 150.511 | (6) 12.6881 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 90.5556/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (62980, 62980) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1396.84 | (25) (33.575, 67-70) | (26) 13
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
  { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
}
Rank-27: (1) 167 | (2) 6967 | (3)2.39701/100 | (4) 66 | (5) 1075.2 | (6) 261.393 | (7) 0.000191762 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 77.0473/100| (15)0 | (16) 1
Rank-9: (1) 220 | (2) 11782 | (3)1.86726/100 | (4) 198 | (5) 368.518 | (6) 521.251 | (7) 0.000121539 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 51.2687/100| (15)0 | (16) 1
Rank-11: (1) 3 | (2) 5320 | (3)0.056391/100 | (4) 95 | (5) 37.2386 | (6) 706.825 | (7) 0.000227099 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.9066/100| (15)0 | (16) 1
Rank-22: (1) 154 | (2) 4275 | (3)3.60234/100 | (4) 44 | (5) 1396.78 | (6) 131.181 | (7) 0.000179707 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 88.0623/100| (15)0 | (16) 1
Rank-8: (1) 127 | (2) 10651 | (3)1.19238/100 | (4) 53 | (5) 784.739 | (6) 379.891 | (7) 0.000164086 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 67.128/100| (15)0 | (16) 1
Rank-12: (1) 20 | (2) 12306 | (3)0.162522/100 | (4) 108 | (5) 38.8278 | (6) 690.823 | (7) 0.000131465 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.0415/100| (15)0 | (16) 1
Rank-19: (1) 87 | (2) 4372 | (3)1.98994/100 | (4) 42 | (5) 1502.82 | (6) 94.9617 | (7) 0.000287195 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 92.0992/100| (15)0 | (16) 1
Rank-24: (1) 208 | (2) 8512 | (3)2.44361/100 | (4) 52 | (5) 757.162 | (6) 400.649 | (7) 0.000155915 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 66.7243/100| (15)0 | (16) 1
Rank-5: (1) 199 | (2) 10366 | (3)1.91974/100 | (4) 234 | (5) 220.344 | (6) 594.657 | (7) 0.000105352 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 47.0012/100| (15)0 | (16) 1
Rank-7: (1) 120 | (2) 9059 | (3)1.32465/100 | (4) 45 | (5) 1114.37 | (6) 251.22 | (7) 0.000189542 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 78.7197/100| (15)0 | (16) 1
Rank-26: (1) 97 | (2) 7786 | (3)1.24583/100 | (4) 45 | (5) 1052.44 | (6) 281.825 | (7) 0.000199293 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 76.9319/100| (15)0 | (16) 1
Rank-18: (1) 55 | (2) 3833 | (3)1.43491/100 | (4) 43 | (5) 1516.32 | (6) 90.3885 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 92.6182/100| (15)0 | (16) 1
Rank-25: (1) 108 | (2) 6135 | (3)1.76039/100 | (4) 46 | (5) 834.972 | (6) 372.561 | (7) 0.000194816 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 69.6078/100| (15)0 | (16) 1
Decomposition: (1) STOLE_COUNT |(2) STOLE_TRIES | (3) REJECTION | (4) ACTIVE_ACTORS | (5) TIME_ACT | (6) PROGRESS | (7) BARRIER |  (8) TIMEOUT_CHECK | (9) TERMINATION_CHECK_DUR | (10) FORCE_TERMINATION_DUR | (11) TERMINATION_CHECK_COUNT | (12) OUTSIDE |  (13) TOTAL | (14) PERCENTAGE | (15) FORCED
Rank-0: (1) 172 | (2) 8392 | (3)2.04957/100 | (4) 51 | (5) 615.714 | (6) 442.329 | (7) 0.000185173 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 61.015/100| (15)0 | (16) 1
Rank-15: (1) 142 | (2) 6560 | (3)2.16463/100 | (4) 42 | (5) 1269.51 | (6) 183.251 | (7) 0.000167866 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 83.737/100| (15)0 | (16) 1
Rank-16: (1) 119 | (2) 4268 | (3)2.78819/100 | (4) 44 | (5) 1395.2 | (6) 135.405 | (7) 0.000187079 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 88.2353/100| (15)0 | (16) 1
Rank-3: (1) 200 | (2) 10851 | (3)1.84315/100 | (4) 188 | (5) 219.144 | (6) 619.845 | (7) 0.000145409 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 48.3276/100| (15)0 | (16) 1
Rank-17: (1) 69 | (2) 2619 | (3)2.63459/100 | (4) 44 | (5) 1488.02 | (6) 100.254 | (7) 0.000166318 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 91.5802/100| (15)0 | (16) 1
Rank-23: (1) 134 | (2) 6342 | (3)2.1129/100 | (4) 45 | (5) 1471.29 | (6) 102.836 | (7) 8.1099e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 90.7728/100| (15)0 | (16) 1
Rank-2: (1) 171 | (2) 11860 | (3)1.44182/100 | (4) 263 | (5) 55.0859 | (6) 679.307 | (7) 0.000215617 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.3299/100| (15)0 | (16) 1
Rank-21: (1) 178 | (2) 9016 | (3)1.97427/100 | (4) 44 | (5) 938.055 | (6) 314.815 | (7) 0.000288775 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 72.203/100| (15)0 | (16) 1
Rank-10: (1) 4 | (2) 7884 | (3)0.0507357/100 | (4) 96 | (5) 36.2309 | (6) 727.927 | (7) 0.000205812 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 44.06/100| (15)0 | (16) 1
Rank-1: (1) 203 | (2) 13830 | (3)1.46782/100 | (4) 294 | (5) 83.6363 | (6) 653.928 | (7) 0.000291538 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.5029/100| (15)0 | (16) 1
Rank-20: (1) 39 | (2) 3290 | (3)1.18541/100 | (4) 42 | (5) 1529.53 | (6) 82.5745 | (7) 0.00018713 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 92.9642/100| (15)0 | (16) 1
Rank-6: (1) 94 | (2) 11445 | (3)0.821319/100 | (4) 187 | (5) 40.6147 | (6) 692.316 | (7) 0.000158713 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.2145/100| (15)0 | (16) 1
Rank-14: (1) 176 | (2) 7745 | (3)2.27243/100 | (4) 44 | (5) 1040.77 | (6) 286.194 | (7) 0.000233885 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 76.4706/100| (15)0 | (16) 1
Rank-13: (1) 150 | (2) 12564 | (3)1.19389/100 | (4) 241 | (5) 62.4506 | (6) 673.211 | (7) 0.000184012 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.3875/100| (15)0 | (16) 1
Rank-4: (1) 263 | (2) 14072 | (3)1.86896/100 | (4) 258 | (5) 286.233 | (6) 551.518 | (7) 0.000135996 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 48.2699/100| (15)0 | (16) 1
time-to-solution:1734.568433
Rank-96: (1) 158 | (2) 6822 | (3)2.31604/100 | (4) 45 | (5) 1116.69 | (6) 256.22 | (7) 0.000271389 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 79.1234/100| (15)0 | (16) 1
Rank-85: (1) 151 | (2) 7265 | (3)2.07846/100 | (4) 45 | (5) 927.545 | (6) 335.465 | (7) 0.000131985 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 72.8374/100| (15)0 | (16) 1
Rank-92: (1) 122 | (2) 4865 | (3)2.50771/100 | (4) 44 | (5) 1509.62 | (6) 89.7173 | (7) 0.000283223 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 92.2145/100| (15)0 | (16) 1
Rank-56: (1) 184 | (2) 12586 | (3)1.46194/100 | (4) 69 | (5) 364.33 | (6) 557.417 | (7) 0.000228372 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 53.1142/100| (15)0 | (16) 1
Rank-111: (1) 1 | (2) 1297 | (3)0.077101/100 | (4) 95 | (5) 37.6945 | (6) 711.263 | (7) 0.000165646 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 43.1373/100| (15)0 | (16) 1
Rank-136: (1) 95 | (2) 15511 | (3)0.612469/100 | (4) 185 | (5) 41.1469 | (6) 682.109 | (7) 0.000304216 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 41.6955/100| (15)0 | (16) 1
Rank-28: (1) 37 | (2) 3459 | (3)1.06967/100 | (4) 40 | (5) 1308.83 | (6) 188.518 | (7) 0.000109418 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 86.3322/100| (15)0 | (16) 1
Rank-196: (1) 98 | (2) 8010 | (3)1.22347/100 | (4) 50 | (5) 923.741 | (6) 331.837 | (7) 0.000291622 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 72.376/100| (15)0 | (16) 1
Rank-184: (1) 45 | (2) 8202 | (3)0.548647/100 | (4) 47 | (5) 1109.62 | (6) 251.758 | (7) 0.000139663 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 78.489/100| (15)0 | (16) 1
Rank-88: (1) 97 | (2) 7619 | (3)1.27313/100 | (4) 54 | (5) 1164.19 | (6) 227.723 | (7) 0.000105513 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 80.2191/100| (15)0 | (16) 1
Rank-163: (1) 23 | (2) 14106 | (3)0.163051/100 | (4) 109 | (5) 44.3932 | (6) 664.432 | (7) 0.000159638 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 40.8304/100| (15)0 | (16) 1
Rank-197: (1) 88 | (2) 6953 | (3)1.26564/100 | (4) 46 | (5) 969.837 | (6) 303.549 | (7) 0.000169319 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 73.4141/100| (15)0 | (16) 1
Rank-177: (1) 0 | (2) 1831 | (3)0/100 | (4) 93 | (5) 37.0141 | (6) 701.116 | (7) 0.000157405 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.5606/100| (15)0 | (16) 1
Rank-80: (1) 66 | (2) 8194 | (3)0.805467/100 | (4) 49 | (5) 943.799 | (6) 328.031 | (7) 0.000179721 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 73.2987/100| (15)0 | (16) 1
Rank-103: (1) 11 | (2) 8881 | (3)0.12386/100 | (4) 104 | (5) 39.9895 | (6) 732.657 | (7) 0.000164209 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 44.5213/100| (15)0 | (16) 1
Rank-119: (1) 100 | (2) 4510 | (3)2.21729/100 | (4) 45 | (5) 1302.68 | (6) 164.649 | (7) 0.00029543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 84.6021/100| (15)0 | (16) 1
Rank-151: (1) 1 | (2) 4466 | (3)0.0223914/100 | (4) 90 | (5) 34.4992 | (6) 695.744 | (7) 0.000197986 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.0992/100| (15)0 | (16) 1
Rank-29: (1) 82 | (2) 4229 | (3)1.93899/100 | (4) 40 | (5) 1262.73 | (6) 199.329 | (7) 0.000282558 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 84.3137/100| (15)0 | (16) 1
Rank-94: (1) 159 | (2) 7707 | (3)2.06306/100 | (4) 43 | (5) 881.652 | (6) 354.283 | (7) 0.000125174 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 71.2226/100| (15)0 | (16) 1
Rank-138: (1) 157 | (2) 13697 | (3)1.14624/100 | (4) 237 | (5) 270.437 | (6) 573.54 | (7) 0.00018498 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 48.6159/100| (15)0 | (16) 1
Rank-159: (1) 48 | (2) 4332 | (3)1.10803/100 | (4) 43 | (5) 1509.61 | (6) 85.5273 | (7) 0.000143743 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 91.9839/100| (15)0 | (16) 1
Rank-35: (1) 151 | (2) 8164 | (3)1.84958/100 | (4) 96 | (5) 642.517 | (6) 434.997 | (7) 5.6693e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 62.1107/100| (15)0 | (16) 1
Rank-214: (1) 1 | (2) 9876 | (3)0.0101256/100 | (4) 95 | (5) 38.0228 | (6) 706.768 | (7) 0.000211145 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.9066/100| (15)0 | (16) 1
Rank-192: (1) 101 | (2) 2606 | (3)3.87567/100 | (4) 46 | (5) 1625.59 | (6) 40.2031 | (7) 0.000282926 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 96.0208/100| (15)0 | (16) 1
Rank-79: (1) 117 | (2) 8022 | (3)1.45849/100 | (4) 45 | (5) 1011.88 | (6) 290.953 | (7) 0.000166652 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 75.0865/100| (15)0 | (16) 1
Rank-213: (1) 7 | (2) 11061 | (3)0.0632854/100 | (4) 102 | (5) 39.4449 | (6) 681.647 | (7) 9.1255e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 41.5802/100| (15)0 | (16) 1
Rank-190: (1) 89 | (2) 8416 | (3)1.05751/100 | (4) 48 | (5) 1050.2 | (6) 283.925 | (7) 0.000169561 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 76.9319/100| (15)0 | (16) 1
Rank-57: (1) 149 | (2) 11717 | (3)1.27166/100 | (4) 40 | (5) 613.122 | (6) 440.486 | (7) 0.000103657 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 60.7266/100| (15)0 | (16) 1
Rank-105: (1) 105 | (2) 14339 | (3)0.732269/100 | (4) 144 | (5) 358.655 | (6) 548.164 | (7) 0.000173903 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 52.2491/100| (15)0 | (16) 1
Rank-124: (1) 23 | (2) 4124 | (3)0.557711/100 | (4) 39 | (5) 1474.79 | (6) 108.371 | (7) 0.000183103 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 91.2918/100| (15)0 | (16) 1
Rank-143: (1) 5 | (2) 13968 | (3)0.0357961/100 | (4) 97 | (5) 37.4533 | (6) 719.58 | (7) 0.000179154 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 43.6563/100| (15)0 | (16) 1
Rank-38: (1) 105 | (2) 6273 | (3)1.67384/100 | (4) 38 | (5) 896.385 | (6) 345.924 | (7) 0.000289992 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 71.6263/100| (15)0 | (16) 1
Rank-205: (1) 4 | (2) 10777 | (3)0.0371161/100 | (4) 96 | (5) 37.1724 | (6) 706.064 | (7) 0.000280917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.8489/100| (15)0 | (16) 1
Rank-185: (1) 74 | (2) 7266 | (3)1.01844/100 | (4) 49 | (5) 874.086 | (6) 345.564 | (7) 0.000175942 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 70.2999/100| (15)0 | (16) 1
Rank-70: (1) 114 | (2) 9102 | (3)1.25247/100 | (4) 42 | (5) 1085.54 | (6) 258.213 | (7) 0.000147828 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 77.451/100| (15)0 | (16) 1
Rank-99: (1) 111 | (2) 11892 | (3)0.933401/100 | (4) 204 | (5) 62.2321 | (6) 664.29 | (7) 0.000165769 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 41.8685/100| (15)0 | (16) 1
Rank-139: (1) 98 | (2) 15825 | (3)0.619273/100 | (4) 191 | (5) 43.7566 | (6) 655.418 | (7) 0.000292456 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 40.3114/100| (15)0 | (16) 1
Rank-150: (1) 0 | (2) 1348 | (3)0/100 | (4) 92 | (5) 35.2353 | (6) 699.073 | (7) 0.00020997 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 42.3299/100| (15)0 | (16) 1
Rank-40: (1) 71 | (2) 6115 | (3)1.16108/100 | (4) 38 | (5) 1058.33 | (6) 285.513 | (7) 0.000189204 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 77.451/100| (15)0 | (16) 1
Rank-200: (1) 61 | (2) 4712 | (3)1.29457/100 | (4) 42 | (5) 1467.11 | (6) 112.29 | (7) 0.000265489 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1734.57 | (14) 91.0611/100| (15)0 | (16) 1
